user_id,mogu_post_id,status,applied_at,decided_at
ef74438e-2e90-48bc-83ba-d0fc7d56f4d7,4dfd1fe6-7b3b-409f-881b-11a22d72f609,accepted,2025-09-08 18:21:20,2025-09-08 22:21:20
81769e8e-c877-47a4-a8ce-2f4489142e5d,4dfd1fe6-7b3b-409f-881b-11a22d72f609,accepted,2025-08-28 13:32:15,2025-08-28 18:32:15
4cba4172-c18d-4a50-a786-5bca32517114,4dfd1fe6-7b3b-409f-881b-11a22d72f609,accepted,2025-09-01 11:44:09,2025-09-01 16:44:09
896548cf-48d5-4a3c-aa20-9d9aa4ad7321,4dfd1fe6-7b3b-409f-881b-11a22d72f609,accepted,2025-09-04 16:55:39,2025-09-04 22:55:39
e957be05-5673-46fe-b05a-15a14ef0de6c,4dfd1fe6-7b3b-409f-881b-11a22d72f609,accepted,2025-09-09 12:43:01,2025-09-09 17:43:01
db2103f8-1287-4709-ab99-baddb282e9c6,4dfd1fe6-7b3b-409f-881b-11a22d72f609,accepted,2025-09-04 22:26:06,2025-09-04 23:26:06
7030bddf-fac3-472c-8d70-3ffa6f40b6b1,26608cbf-715e-450c-94a0-e782c6aba1e3,accepted,2025-10-01 22:33:25,2025-10-02 01:33:25
9801b415-e688-4702-9285-f7ffeaa30fc6,26608cbf-715e-450c-94a0-e782c6aba1e3,accepted,2025-10-16 14:43:58,2025-10-16 19:43:58
083fa90b-28c3-4947-91b9-0b9ed9c2b87d,887d63af-5210-4a1e-9cba-09183ce6663a,accepted,2025-09-25 12:32:05,2025-09-25 16:32:05
d622f241-4137-4722-9947-fa84cc597752,887d63af-5210-4a1e-9cba-09183ce6663a,accepted,2025-10-09 20:30:49,2025-10-10 01:30:49
fe773fa7-ddda-4420-b618-29758479a679,887d63af-5210-4a1e-9cba-09183ce6663a,accepted,2025-10-03 05:18:26,2025-10-03 07:18:26
f5954cd3-f8c1-4717-b7e6-1f8917dfef1f,f383a91d-e3c9-4240-9d9e-10eed15a004d,accepted,2025-09-11 14:17:12,2025-09-11 18:17:12
fe671234-cf1c-4441-ac4f-986d6123a3be,f383a91d-e3c9-4240-9d9e-10eed15a004d,accepted,2025-09-19 12:03:49,2025-09-19 14:03:49
d5f359f3-6cf0-45ef-867e-2d25edec7fc0,f383a91d-e3c9-4240-9d9e-10eed15a004d,accepted,2025-09-14 22:24:45,2025-09-15 00:24:45
c93a2622-abaa-4af8-9d36-1d26b9ce9217,ddbe6bf1-df6a-491b-99d1-ad650fa58a63,accepted,2025-09-20 01:31:13,2025-09-20 07:31:13
335cd752-17fb-411f-a43f-99f50fba90cd,ddbe6bf1-df6a-491b-99d1-ad650fa58a63,accepted,2025-09-17 16:27:50,2025-09-17 19:27:50
5cb5d446-27e3-4c19-a6ce-e6888d876514,ddbe6bf1-df6a-491b-99d1-ad650fa58a63,accepted,2025-09-21 20:38:15,2025-09-22 00:38:15
eed6df39-63be-48a8-b330-eca9a9b58149,851ed6fe-02a8-4172-941b-3e7256eef9af,accepted,2025-09-14 14:28:54,2025-09-14 20:28:54
65e64dd6-d7e8-4f55-8f90-0218dca2c377,851ed6fe-02a8-4172-941b-3e7256eef9af,accepted,2025-09-29 07:47:35,2025-09-29 11:47:35
0e54fd41-80b6-49e0-a9fb-736f3fe8b5bc,851ed6fe-02a8-4172-941b-3e7256eef9af,accepted,2025-09-17 22:24:21,2025-09-18 03:24:21
c22903eb-4bfe-42b2-95e9-141ad16e0de2,c3ab3447-e818-47b7-9015-b45dd8044836,accepted,2025-09-07 15:28:38,2025-09-07 21:28:38
0ea2dc2e-02fb-42dc-a4b3-609935906820,c3ab3447-e818-47b7-9015-b45dd8044836,accepted,2025-09-05 18:05:48,2025-09-05 21:05:48
eeb61e43-7980-4d0c-9202-493af81d1181,c3ab3447-e818-47b7-9015-b45dd8044836,accepted,2025-09-06 10:22:46,2025-09-06 16:22:46
3bd35c3c-f3fc-42ff-9372-a4fe267453d5,c3ab3447-e818-47b7-9015-b45dd8044836,accepted,2025-09-05 14:51:04,2025-09-05 20:51:04
fff33604-a361-4e9e-a89f-6ea40264c14b,797dc834-be28-4e85-87bb-225af634d2e5,accepted,2025-08-20 13:58:57,2025-08-20 16:58:57
d0e58a52-86f9-4c6e-a2dd-66fe3d6f39c5,797dc834-be28-4e85-87bb-225af634d2e5,accepted,2025-08-25 07:55:33,2025-08-25 10:55:33
d7cc9deb-7382-43c3-ba46-c53f09d3aaa3,797dc834-be28-4e85-87bb-225af634d2e5,accepted,2025-08-28 08:41:51,2025-08-28 09:41:51
af921e7f-a46e-4f4d-851b-20e5b877b927,38d5b158-23c3-49f4-acd9-7fdc32bc5c23,accepted,2025-10-02 21:49:46,2025-10-03 00:49:46
08cb6a6a-8205-47c6-8930-6c87dc8306a8,38d5b158-23c3-49f4-acd9-7fdc32bc5c23,accepted,2025-09-30 10:15:34,2025-09-30 14:15:34
d6467004-4357-4e12-9132-75e8700c4866,38d5b158-23c3-49f4-acd9-7fdc32bc5c23,accepted,2025-09-28 10:31:34,2025-09-28 12:31:34
965550e4-97f1-4665-931e-d9fc1c654aa5,38d5b158-23c3-49f4-acd9-7fdc32bc5c23,accepted,2025-10-14 14:38:27,2025-10-14 20:38:27
db88f55c-1515-4342-850e-ac03229a7440,2f5ae065-47db-43e1-a11b-e55437fd61dc,accepted,2025-09-21 20:17:18,2025-09-22 02:17:18
cd67214e-8043-496f-85ad-695635ed4ac3,2f5ae065-47db-43e1-a11b-e55437fd61dc,accepted,2025-09-21 06:53:13,2025-09-21 12:53:13
8b8d7e29-8890-41e6-a0be-fb953a1f6349,8dedc279-cfa2-462e-9568-42adbede19b8,accepted,2025-08-13 17:39:41,2025-08-13 20:39:41
067899d2-7126-4ab8-a260-9daafb38ba64,8dedc279-cfa2-462e-9568-42adbede19b8,accepted,2025-08-21 08:21:03,2025-08-21 09:21:03
c086ad12-3f77-494d-9a2b-669537257329,8dedc279-cfa2-462e-9568-42adbede19b8,accepted,2025-08-15 05:15:09,2025-08-15 09:15:09
129b116e-5e87-48d5-b7e7-757fc02ee691,8dedc279-cfa2-462e-9568-42adbede19b8,accepted,2025-08-14 06:51:57,2025-08-14 09:51:57
ecba548a-5537-450b-a2bc-8aa8bfd81750,8dedc279-cfa2-462e-9568-42adbede19b8,accepted,2025-08-12 21:17:02,2025-08-13 02:17:02
a8309753-b962-4eec-b4cc-11b22118484a,8dedc279-cfa2-462e-9568-42adbede19b8,accepted,2025-08-13 08:55:04,2025-08-13 09:55:04
306093f7-4c28-407c-b009-c59e4593e196,2f10ed6e-e404-46ec-96ef-b591a5548d67,accepted,2025-09-27 06:12:53,2025-09-27 12:12:53
28796e60-3e7c-453b-a057-5ae1d99c4cb9,2f10ed6e-e404-46ec-96ef-b591a5548d67,accepted,2025-09-23 13:34:52,2025-09-23 16:34:52
ff34f6a4-f546-4d89-8a48-010291d6d3a4,2f10ed6e-e404-46ec-96ef-b591a5548d67,accepted,2025-09-27 21:59:30,2025-09-28 01:59:30
ba56fda7-e294-4e7f-bca9-073d8693b715,2f10ed6e-e404-46ec-96ef-b591a5548d67,accepted,2025-10-16 11:37:37,2025-10-16 13:37:37
3ac9f7f6-4329-4076-a6a3-19673ea5f64b,2f10ed6e-e404-46ec-96ef-b591a5548d67,accepted,2025-10-04 13:11:12,2025-10-04 19:11:12
1bb76b37-a57d-4121-95c4-d772933d26af,2f10ed6e-e404-46ec-96ef-b591a5548d67,accepted,2025-09-27 05:38:29,2025-09-27 06:38:29
9e5f5494-15bf-4c13-9545-191ac801c178,2f10ed6e-e404-46ec-96ef-b591a5548d67,accepted,2025-09-21 13:15:58,2025-09-21 17:15:58
50b97594-7ac0-4798-a3ab-b6ea3b49fec0,2f10ed6e-e404-46ec-96ef-b591a5548d67,accepted,2025-09-07 17:38:22,2025-09-07 21:38:22
bb6d79eb-44df-4ec6-b304-427c925005e9,41a93bf1-d26c-4ee6-984a-f94b633aaa30,accepted,2025-09-26 17:02:26,2025-09-26 23:02:26
e22249d4-7a7a-4000-8218-4620aadea735,41a93bf1-d26c-4ee6-984a-f94b633aaa30,accepted,2025-09-27 12:58:38,2025-09-27 15:58:38
ff34f6a4-f546-4d89-8a48-010291d6d3a4,41a93bf1-d26c-4ee6-984a-f94b633aaa30,accepted,2025-09-21 12:51:24,2025-09-21 13:51:24
40981d59-e6ba-4094-8a37-638228f23012,b9e40df0-04e8-4220-8d3f-dc5a716ece01,accepted,2025-08-25 08:51:02,2025-08-25 11:51:02
8118f02e-2367-4ce9-89ac-13b4ddf5e61f,b9e40df0-04e8-4220-8d3f-dc5a716ece01,accepted,2025-08-13 12:05:15,2025-08-13 15:05:15
b8c53299-7df4-4fd2-8a92-51fe4b4cdd8a,b9e40df0-04e8-4220-8d3f-dc5a716ece01,accepted,2025-08-14 08:00:08,2025-08-14 14:00:08
91f4e37a-f39c-410f-b6be-56674cbe81b7,b9e40df0-04e8-4220-8d3f-dc5a716ece01,accepted,2025-08-20 20:56:55,2025-08-21 00:56:55
0f6c8b89-f81c-44eb-ba0a-39f3b1210bf2,b9e40df0-04e8-4220-8d3f-dc5a716ece01,accepted,2025-08-12 22:13:34,2025-08-13 00:13:34
e2904a99-d35b-429a-bb9a-9f530e16d382,3339b8d6-6483-485f-9cc8-5806d773f64d,accepted,2025-09-19 22:06:45,2025-09-19 23:06:45
aa5dedda-9372-4eeb-b85d-cbcb83b8be63,3339b8d6-6483-485f-9cc8-5806d773f64d,accepted,2025-09-21 21:51:52,2025-09-22 03:51:52
c086ad12-3f77-494d-9a2b-669537257329,3339b8d6-6483-485f-9cc8-5806d773f64d,accepted,2025-09-09 17:56:30,2025-09-09 19:56:30
9e7c7cac-b998-4f65-8009-e189a72eb164,639bea6e-f2f1-4d48-a809-598f08acb232,accepted,2025-09-23 19:55:21,2025-09-24 00:55:21
a7d59515-2d8f-40fe-8f32-919b4f48cef0,639bea6e-f2f1-4d48-a809-598f08acb232,accepted,2025-09-29 11:28:33,2025-09-29 17:28:33
d1a3fb6a-a9d4-46cc-9493-85f0c99d7de7,639bea6e-f2f1-4d48-a809-598f08acb232,accepted,2025-10-03 18:37:12,2025-10-03 22:37:12
f2b7de22-3816-4cdc-a934-604c1b2f7370,f80ccb06-1861-4215-8e98-4f2a2e9654f2,accepted,2025-10-13 13:59:55,2025-10-13 17:59:55
59135484-c465-4fb9-bda0-c404a2364ca2,f80ccb06-1861-4215-8e98-4f2a2e9654f2,accepted,2025-10-12 14:29:04,2025-10-12 17:29:04
a7697f4c-65b5-47e0-a961-a61304becaad,f80ccb06-1861-4215-8e98-4f2a2e9654f2,accepted,2025-10-02 20:41:56,2025-10-03 00:41:56
f125b3a0-101e-404d-9011-fe63ecc52e4c,8edfa0a5-f733-453f-bbd5-0842f40e7b5c,accepted,2025-10-11 11:25:43,2025-10-11 15:25:43
19628c0b-1cbd-481c-a291-53d8ffd842e1,8edfa0a5-f733-453f-bbd5-0842f40e7b5c,accepted,2025-09-30 12:47:09,2025-09-30 13:47:09
3bd17b30-4d44-4aab-b42d-e2f4c18a09ef,8edfa0a5-f733-453f-bbd5-0842f40e7b5c,accepted,2025-10-11 22:15:33,2025-10-12 00:15:33
07b4fd1a-cf51-4a1a-972c-7aefa5bea3de,8edfa0a5-f733-453f-bbd5-0842f40e7b5c,accepted,2025-10-03 06:54:21,2025-10-03 08:54:21
7bf555ee-4502-4370-8923-4b0d0c495961,886a13f9-b884-4f24-a5d1-9cd5452b285b,accepted,2025-10-04 14:30:33,2025-10-04 17:30:33
0d85e7ed-9721-4271-8a02-dad68e2fc0d6,886a13f9-b884-4f24-a5d1-9cd5452b285b,accepted,2025-10-13 21:07:02,2025-10-14 00:07:02
e988be47-8030-4d6f-8dc4-6d6844adea1b,886a13f9-b884-4f24-a5d1-9cd5452b285b,accepted,2025-10-14 17:38:30,2025-10-14 19:38:30
5fe2467d-271e-4430-ad1b-0ad4cd89943a,886a13f9-b884-4f24-a5d1-9cd5452b285b,accepted,2025-10-06 16:50:54,2025-10-06 17:50:54
fa4838bd-e851-4450-bb33-432deb2dcd6a,886a13f9-b884-4f24-a5d1-9cd5452b285b,accepted,2025-10-17 11:45:38,2025-10-17 16:45:38
e4c0d365-44a9-4585-beb2-05b68868b75c,1de342fd-d928-470d-8350-25c82b70aa97,accepted,2025-09-09 12:03:11,2025-09-09 13:03:11
4f2b87bc-0928-4e56-94ed-32ee6e15aeb0,1de342fd-d928-470d-8350-25c82b70aa97,accepted,2025-09-09 21:01:53,2025-09-09 23:01:53
9724d4cf-3fb6-4797-8c1d-59f4e94d51eb,1de342fd-d928-470d-8350-25c82b70aa97,accepted,2025-09-16 16:40:22,2025-09-16 20:40:22
6c3a98ab-70fd-4b15-b335-8ddf7198f68b,2ffc4bcb-46b0-4909-b0ff-7b1c29e4f98e,accepted,2025-10-06 15:43:24,2025-10-06 20:43:24
0ebd1ef7-c467-4134-98c6-e6d673b7a1f9,2ffc4bcb-46b0-4909-b0ff-7b1c29e4f98e,accepted,2025-09-08 08:20:34,2025-09-08 09:20:34
a486a62f-dad0-4f95-b644-c128f72ea084,2ffc4bcb-46b0-4909-b0ff-7b1c29e4f98e,accepted,2025-10-06 02:25:33,2025-10-06 05:25:33
85a4b792-4d35-4ef2-93ee-697109952dc2,2ffc4bcb-46b0-4909-b0ff-7b1c29e4f98e,accepted,2025-08-05 22:33:35,2025-08-06 01:33:35
2f6aba4a-4d54-4493-8bb3-44962158a3f9,2ffc4bcb-46b0-4909-b0ff-7b1c29e4f98e,accepted,2025-08-31 12:37:05,2025-08-31 16:37:05
59bc182b-ef63-45b5-bb33-2db9969fc223,62a76073-b5e8-4356-b651-1e0d5c0ae93d,accepted,2025-10-09 17:12:23,2025-10-09 19:12:23
784b4c00-9604-498c-84bf-701675854035,62a76073-b5e8-4356-b651-1e0d5c0ae93d,accepted,2025-10-13 07:55:35,2025-10-13 08:55:35
e7b152c5-89ce-45f9-a57a-c5727432ce2e,62a76073-b5e8-4356-b651-1e0d5c0ae93d,accepted,2025-09-15 19:27:35,2025-09-15 20:27:35
c74d512a-c185-4fff-9b45-d8eb48f3f7da,62a76073-b5e8-4356-b651-1e0d5c0ae93d,accepted,2025-09-25 22:16:56,2025-09-26 01:16:56
0e54fd41-80b6-49e0-a9fb-736f3fe8b5bc,62a76073-b5e8-4356-b651-1e0d5c0ae93d,accepted,2025-09-11 17:13:13,2025-09-11 20:13:13
1995688b-b207-4247-901e-83029ff93d57,2732a1ca-32ff-4e62-ad55-31986ff24b20,accepted,2025-10-26 08:30:15,2025-10-26 13:30:15
bc9664f5-ff79-420b-a4bf-3cc5f5c640b6,2732a1ca-32ff-4e62-ad55-31986ff24b20,accepted,2025-10-21 17:37:40,2025-10-21 19:37:40
06b2f39d-17ce-464a-bf5b-25c80f3524cf,2732a1ca-32ff-4e62-ad55-31986ff24b20,accepted,2025-10-08 20:54:16,2025-10-08 23:54:16
becc94a1-eb36-403c-8527-391aa9b772d5,2732a1ca-32ff-4e62-ad55-31986ff24b20,accepted,2025-09-07 13:01:33,2025-09-07 16:01:33
0aea7b9b-9991-42cf-ba9e-3cd7e7a9193d,2732a1ca-32ff-4e62-ad55-31986ff24b20,accepted,2025-09-05 21:42:55,2025-09-06 03:42:55
b8918b20-ddd2-4b92-b813-d916055bda0f,266dc4d2-21c0-40c1-87a8-a5cc00a46f9a,accepted,2025-10-06 18:48:20,2025-10-06 22:48:20
cf28658e-cdf6-4733-bb0a-da97a6b598fb,266dc4d2-21c0-40c1-87a8-a5cc00a46f9a,accepted,2025-10-05 21:01:08,2025-10-06 03:01:08
9131bc68-6ab8-4081-9151-ee463a546f51,266dc4d2-21c0-40c1-87a8-a5cc00a46f9a,accepted,2025-10-02 18:25:56,2025-10-02 23:25:56
81912946-cb92-4d4a-abc6-ec4b17747034,266dc4d2-21c0-40c1-87a8-a5cc00a46f9a,accepted,2025-10-05 08:30:53,2025-10-05 11:30:53
72e4b176-aabe-4fcc-99cb-a2447d6f082d,85a8f28a-038b-4e1a-b09d-5237e0320b2f,accepted,2025-10-22 12:40:15,2025-10-22 18:40:15
d4329b88-f6ac-47fc-96e7-656b34bf6f2c,85a8f28a-038b-4e1a-b09d-5237e0320b2f,accepted,2025-09-10 10:34:03,2025-09-10 16:34:03
010cb1df-5bed-42a0-b6ca-fdad8a6e9385,85a8f28a-038b-4e1a-b09d-5237e0320b2f,accepted,2025-09-12 21:07:31,2025-09-12 23:07:31
1d18cc46-c4d7-4c6b-9cc6-8ad87ecdd265,85a8f28a-038b-4e1a-b09d-5237e0320b2f,accepted,2025-09-25 20:38:20,2025-09-25 22:38:20
87a92f6d-40fc-4019-b323-a8de2ea03e42,85a8f28a-038b-4e1a-b09d-5237e0320b2f,accepted,2025-09-18 19:15:58,2025-09-19 01:15:58
5fb67db9-1a4d-4589-9238-3f10fd204121,dd1bda9b-edf4-4d71-bfbc-22c2076d4fed,accepted,2025-10-10 11:07:41,2025-10-10 13:07:41
c57a2652-c5b5-49ef-80fb-b94567ed35dd,dd1bda9b-edf4-4d71-bfbc-22c2076d4fed,accepted,2025-10-02 09:12:13,2025-10-02 13:12:13
9b843781-d552-44f1-ba14-9cd919060054,dd1bda9b-edf4-4d71-bfbc-22c2076d4fed,accepted,2025-10-01 20:29:52,2025-10-01 23:29:52
814a36cf-2a5b-4277-b54f-35fe71676b84,dd1bda9b-edf4-4d71-bfbc-22c2076d4fed,accepted,2025-10-01 14:23:08,2025-10-01 19:23:08
41ab8ebc-2c10-481e-a380-88b605c7f90e,dd1bda9b-edf4-4d71-bfbc-22c2076d4fed,accepted,2025-10-04 10:41:42,2025-10-04 15:41:42
f1401475-b2f6-4ef4-8299-4356f0832f2c,4b049dc7-5ba5-4933-9ea7-0c3326ade8dc,accepted,2025-10-02 18:47:12,2025-10-02 20:47:12
bdbaa5de-b68e-41c3-83d5-894a116a9ee6,4b049dc7-5ba5-4933-9ea7-0c3326ade8dc,accepted,2025-10-13 05:58:11,2025-10-13 07:58:11
7b5a6015-b39e-49e5-8e05-bb36d26fb86c,4b049dc7-5ba5-4933-9ea7-0c3326ade8dc,accepted,2025-10-19 12:31:36,2025-10-19 16:31:36
6736bbb8-ba8b-4dcc-a94a-5c744fdbe64c,4b049dc7-5ba5-4933-9ea7-0c3326ade8dc,accepted,2025-10-09 14:59:56,2025-10-09 19:59:56
3859eb3f-4ac3-4c54-acd1-f96b0d117bf6,4b049dc7-5ba5-4933-9ea7-0c3326ade8dc,accepted,2025-09-15 09:28:03,2025-09-15 10:28:03
